input1,input2,input3,input4,input5,input6,output,usable
0.0,0.1,1.0,0.01,0.01,0.5,-2.169467725495243,True
1.0,0.1,0.1,0.01,0.1,1.0,-2.7969344177083832,True
2.0,1.0,1.0,1.0,1.0,1.0,0.14790721921660618,True
3.0,1.0,1.0,1.0,9.99,0.5,0.08730388389771777,True
4.0,1.0,1.0,1.0,0.1,1.0,0.03740456828862307,True
5.0,0.0,0.0,0.0,0.0,1.0,-1.215015638776646,False
6.0,0.1,0.1,0.01,0.1,0.1,-3.6420763440858672,True
7.0,0.01,0.5,1.0,1.0,0.5,0.10590008258388602,True
8.0,1.0,0.5,1.0,1.0,0.01,0.4358530889764112,True
9.0,0.1,1.0,0.01,0.01,0.5,-5.650968491278762,True
10.0,0.01,0.5,9.99,0.01,1.0,-6.525743089097682,True
11.0,0.1,1.0,0.1,0.1,5.0,-2.8266836810031495,True
12.0,0.01,0.5,0.01,0.01,0.5,-0.2107709068380479,False
13.0,0.1,0.1,0.01,0.1,1.0,-4.480284480116586,True
14.0,0.0,0.0,0.0,9.99,0.5,0.27694225090413715,True
15.0,1.0,0.01,0.01,0.01,1.0,-5.971554376960167,True
16.0,0.1,0.1,0.01,0.1,0.1,-2.3043760943777554,True
17.0,1.0,1.0,1.0,1.0,0.1,0.041330888121356615,True
18.0,1.0,1.0,1.0,0.1,0.1,0.5579428687853292,True
19.0,0.1,1.0,0.1,0.0,0.0,-3.549960423396194,True
20.0,9.99,0.5,0.01,0.01,1.0,-0.4004514391312152,True
21.0,9.99,0.5,9.99,0.01,0.5,0.07837320719961949,False
22.0,0.1,1.0,0.1,9.99,0.1,0.06092913567706226,True
23.0,1.0,1.0,0.1,1.0,1.0,0.17880936722526022,True
24.0,9.99,0.5,9.99,9.99,0.5,0.2754667230384758,True
25.0,9.99,0.1,0.01,0.01,0.1,0.6659956373303577,False
26.0,9.99,0.1,1.0,1.0,1.0,0.1390665121868554,True
27.0,1.0,1.0,0.1,9.99,0.5,0.07745208501318579,True
28.0,1.0,0.1,1.0,1.0,0.1,-0.09285198054507005,True
29.0,0.1,0.5,9.99,0.1,0.5,-2.6977030062173966,True
30.0,0.01,1.0,0.01,0.1,1.0,-2.881003091210813,True
31.0,1.0,1.0,0.1,0.1,1.0,0.1974450136028021,True
32.0,0.01,0.01,1.0,0.01,1.0,-0.2462927127075911,False
33.0,0.01,1.0,0.01,1.0,0.1,-0.10187463024349058,True
34.0,9.99,1.0,9.99,0.1,1.0,-1.149251506983259,True
35.0,1.0,0.5,0.1,1.0,0.01,0.6170577746293964,True
36.0,0.01,0.1,9.99,0.01,0.1,0.7617884139733608,False
37.0,0.5,1.0,0.1,0.01,1.0,0.35433931746308733,True
38.0,0.01,1.0,0.01,0.1,0.1,-4.325917288386625,True
39.0,9.99,1.0,0.0,0.0,0.0,-0.7267143826379661,True
40.0,0.01,1.0,0.01,1.0,1.0,0.25143979282989837,True
41.0,9.99,1.0,9.99,0.1,0.1,0.8569722016410919,True
42.0,0.1,0.5,0.1,0.1,0.5,-3.913266021746128,True
43.0,0.01,1.0,0.01,0.1,1.0,-4.972272113592385,True
44.0,9.99,0.5,0.1,9.99,0.5,0.25554247437036826,True
45.0,0.01,0.1,9.99,0.01,1.0,-0.5371547735830864,False
46.0,1.0,0.5,9.99,9.99,0.5,0.22905593033203137,True
47.0,9.99,0.1,0.01,0.01,1.0,0.27095399323317504,False
48.0,1.0,1.0,0.1,1.0,0.1,0.06301232380138916,True
49.0,0.1,1.0,0.1,9.99,1.0,0.549916491804339,True
50.0,1.0,1.0,0.1,0.1,0.1,0.7506738175332197,True
51.0,0.01,1.0,0.01,0.1,0.1,-2.619567385492864,True
52.0,1.0,0.5,9.99,1.0,1.0,0.02335851378191589,True
53.0,1.0,0.1,1.0,1.0,1.0,0.19935521733228456,True
54.0,9.99,0.1,1.0,1.0,0.1,0.028480240535490364,True
55.0,1.0,0.5,0.01,1.0,0.5,0.07924320872133372,True
56.0,9.99,0.5,1.0,9.99,1.0,0.4285740943837684,True
57.0,1.0,1.0,0.0,1.0,1.0,0.18247639081038952,True
58.0,1.0,0.1,1.0,0.01,1.0,-3.952310654674264,True
59.0,1.0,0.1,9.99,9.99,0.1,0.03109981680218759,True
60.0,1.0,1.0,1.0,1.0,0.5,0.12635776964291184,True
61.0,9.99,0.5,1.0,1.0,0.5,-0.0035106734203139006,True
62.0,0.01,0.5,1.0,1.0,1.0,0.29956842325735566,True
63.0,0.1,0.5,0.1,0.01,0.5,-3.926404581414128,True
64.0,0.0,0.0,0.01,0.01,1.0,-8.83845154733234,True
65.0,0.01,1.0,0.01,0.01,1.0,-8.736576004585473,True
66.0,0.01,0.01,0.01,0.01,0.01,-6.997928182023413,True
67.0,1.0,1.0,1.0,0.1,0.5,-0.4868119554311822,True
68.0,0.1,0.5,0.0,0.1,0.5,-4.260935472745278,True
69.0,0.01,1.0,1.0,1.0,0.01,-0.018433466572686914,True
70.0,1.0,1.0,1.0,1.0,0.5,0.11681899491183734,True
71.0,0.01,1.0,0.01,0.01,0.1,-8.319860351288915,True
72.0,0.0,0.0,0.01,0.01,0.1,-7.876673696356123,True
73.0,1.0,0.1,9.99,9.99,1.0,0.15500124534057835,True
74.0,1.0,0.1,1.0,0.01,0.1,-0.5883879162286596,True
75.0,1.0,1.0,0.0,1.0,0.1,0.052928141739110784,True
76.0,0.1,0.5,0.1,0.01,0.5,-1.5676645585626623,True
77.0,0.01,0.1,0.0,0.0,0.0,-9.221022698956958,True
78.0,9.99,0.5,0.1,0.1,0.5,0.07306596387010145,False
79.0,1.0,0.1,1.0,0.0,0.1,1.555910166155693,True
80.0,9.99,1.0,9.99,9.99,0.1,0.046666988524449254,True
81.0,1.0,0.1,0.0,1.0,0.1,-0.06956988786097118,True
82.0,1.0,1.0,0.01,1.0,0.01,1.0409445815808036,True
83.0,0.0,0.0,0.0,0.0,0.0,-1.215015638776646,False
84.0,1.0,0.1,0.1,0.01,0.1,0.5970711107684799,True
85.0,0.1,1.0,1.0,0.5,1.0,0.06547621111071397,True
86.0,0.01,0.1,0.01,0.01,0.1,-0.03242315709036686,False
87.0,0.01,1.0,0.01,9.99,0.1,0.002926003155303704,True
88.0,0.1,1.0,0.1,0.1,1.0,-0.10347906187120905,False
89.0,0.01,0.5,0.1,0.1,1.0,-4.40587341243711,True
90.0,0.1,0.5,9.99,9.99,0.5,0.07227293368431431,True
91.0,0.01,1.0,0.01,9.99,1.0,0.14885041893456397,True
92.0,0.01,1.0,9.99,9.99,0.5,0.285412359605861,True
93.0,0.01,0.1,0.01,0.01,1.0,-0.016536628090296046,False
94.0,1.0,1.0,0.1,0.1,0.5,0.23424756037420336,True
95.0,1.0,1.0,0.1,1.0,0.5,0.15600180185249565,True
96.0,0.1,1.0,0.1,0.1,0.1,-0.11889811919965698,False
97.0,0.01,1.0,0.01,1.0,0.5,0.061149977240952,True
98.0,0.01,0.5,0.0,0.01,1.0,-8.380266537880475,True
99.0,9.99,1.0,9.99,1.0,0.5,0.0989348269163607,True
100.0,1.0,0.5,0.01,1.0,1.0,0.18030365360137895,True
101.0,0.1,1.0,0.0,0.0,0.0,-6.946456857514171,True
102.0,1.0,0.01,1.0,0.01,0.01,0.6451631550292304,True
103.0,9.99,1.0,9.99,9.99,1.0,0.17539012100467527,True
104.0,1.0,0.1,0.0,1.0,1.0,0.24985236941225564,True
105.0,0.01,0.5,0.1,0.1,1.0,-2.770063506648761,True
106.0,9.99,1.0,0.01,9.99,0.5,0.26915385096410444,True
107.0,0.01,1.0,1.0,0.01,0.01,-0.2549440928623875,False
108.0,0.0,0.0,9.99,9.99,0.1,0.06509096591398773,True
109.0,0.1,1.0,0.01,0.1,1.0,-4.206894917905516,True
110.0,0.1,1.0,9.99,0.1,0.5,-0.0690895621716798,False
111.0,1.0,0.1,1.0,0.1,0.1,0.06738700662214545,True
112.0,0.1,0.1,0.1,0.0,0.0,-2.82323337141554,True
113.0,9.99,0.5,9.99,0.1,1.0,-0.12361311900271355,False
114.0,9.99,0.5,9.99,9.99,0.5,0.22892942091023485,True
115.0,1.0,0.1,1.0,1.0,0.1,-0.009801979073992717,True
116.0,0.1,1.0,0.01,0.1,0.1,-0.967636143018825,True
117.0,9.99,0.5,9.99,1.0,1.0,0.05101522257077355,True
118.0,0.0,0.0,1.0,0.0,0.0,-1.215015638776646,False
119.0,1.0,1.0,1.0,0.01,0.5,0.7947159065225626,True
120.0,0.01,0.1,0.5,0.0,0.0,1.783280751791718,False
121.0,1.0,0.1,1.0,0.1,1.0,-0.09288950617751224,True
122.0,9.99,1.0,0.1,9.99,0.5,0.10319284571622594,True
123.0,1.0,0.1,1.0,1.0,1.0,0.1663500028923666,True
124.0,0.1,1.0,0.01,0.1,1.0,-2.3656329156176135,True
125.0,0.01,0.5,0.0,0.01,0.5,-8.301664571673228,True
126.0,0.1,0.5,0.1,9.99,1.0,0.17504656526239845,True
127.0,0.1,0.5,0.1,0.1,0.5,-0.01728848183132664,True
128.0,0.01,0.01,0.01,1.0,0.01,0.004878926548204668,True
129.0,0.1,1.0,0.01,0.1,0.1,-2.818682333730696,True
130.0,0.1,0.5,0.1,1.0,0.5,0.09108901687194226,True
131.0,0.01,0.5,1.0,0.01,1.0,-0.3958421042173188,False
132.0,0.0,0.0,9.99,9.99,1.0,0.73601117883783,True
133.0,1.0,0.5,0.0,0.0,0.5,-0.09893763472129091,True
134.0,0.01,0.1,0.01,0.1,1.0,-4.97845154854895,True
135.0,0.01,1.0,0.01,0.01,0.5,-7.6937989632874135,True
136.0,0.0,0.0,0.01,0.01,0.5,-7.6143877856922275,True
137.0,0.01,1.0,9.99,0.01,1.0,0.3133451821373583,False
138.0,9.99,0.1,9.99,0.1,0.1,-1.3436381044792667,True
139.0,0.01,0.1,0.01,1.0,1.0,0.2519673759838399,True
140.0,0.5,0.1,1.0,0.0,0.1,1.5912164086473322,True
141.0,1.0,0.1,0.1,0.1,0.1,0.14851493294072304,True
142.0,1.0,0.01,1.0,1.0,0.01,-0.09418972694439504,True
143.0,9.99,1.0,1.0,1.0,0.1,0.06435904358237254,True
144.0,0.01,0.1,0.01,0.1,0.1,-2.7398083574898022,True
145.0,1.0,1.0,1.0,1.0,1.0,0.2698715310579042,True
146.0,9.99,0.5,0.0,9.99,1.0,0.8931430127635818,True
147.0,9.99,1.0,9.99,0.01,0.5,-0.053944106846287754,True
148.0,0.1,0.5,0.0,0.1,1.0,-2.649626318816054,True
149.0,1.0,0.1,0.1,1.0,0.1,0.023111219067492673,True
150.0,1.0,0.5,0.01,0.01,1.0,-0.7927504148779949,True
151.0,9.99,1.0,0.01,0.01,1.0,-0.36657570274558116,False
152.0,0.1,0.1,0.1,9.99,1.0,0.572919199462958,True
153.0,0.0,0.0,0.0,0.0,1.0,-1.215015638776646,False
154.0,1.0,1.0,1.0,1.0,0.1,0.11549282383597426,True
155.0,0.01,0.1,0.01,0.1,1.0,-3.0206328140330108,True
156.0,9.99,1.0,1.0,1.0,1.0,0.17218273910399612,True
157.0,1.0,1.0,0.01,0.01,0.01,1.1096008344397603,True
158.0,0.01,1.0,0.01,0.01,0.5,-3.9179377328750924,True
159.0,1.0,0.1,0.1,0.1,1.0,-0.10565777112475208,True
160.0,0.1,0.1,0.1,9.99,0.1,0.06372335150352876,True
161.0,9.99,1.0,0.01,0.01,0.1,-0.32784478204932654,False
162.0,1.0,0.1,0.1,1.0,1.0,0.16278891354943345,True
163.0,9.99,1.0,1.0,9.99,0.5,0.10190672789909622,True
164.0,0.01,1.0,9.99,0.01,0.1,0.40541276798100445,False
165.0,0.01,0.1,0.01,0.1,0.1,-4.4450530370973835,True
166.0,9.99,0.1,0.0,0.0,0.0,-0.728159231006015,True
167.0,0.1,0.5,1.0,0.1,0.5,-0.14144731390995352,True
168.0,9.99,0.1,9.99,0.1,1.0,-2.606770700856705,True
169.0,0.01,0.1,0.01,1.0,0.1,-0.11873796616075893,True
170.0,0.1,0.5,1.0,1.0,0.5,0.08747452810225537,True
171.0,1.0,0.1,1.0,1.0,0.5,0.08717090458728416,True
172.0,0.01,0.5,9.99,9.99,0.5,0.10534470163147894,True
173.0,9.99,1.0,0.1,0.1,0.5,0.5152141863174353,True
174.0,0.01,0.5,0.01,9.99,1.0,0.7873402273105803,True
175.0,0.01,0.1,0.01,0.01,0.1,-7.897670124885247,True
176.0,9.99,1.0,0.1,1.0,0.5,0.17827231540395788,True
177.0,0.1,0.5,0.1,1.0,1.0,0.2544230100209366,True
178.0,0.5,1.0,1.0,1.0,1.0,0.17103795204705513,True
179.0,1.0,1.0,9.99,1.0,0.5,0.07627547102161339,True
180.0,1.0,0.01,0.01,1.0,1.0,0.1752188785490925,True
181.0,9.99,0.5,0.01,9.99,0.5,0.08511357457160629,True
182.0,0.1,0.5,0.1,0.1,1.0,-2.560255019923308,True
183.0,1.0,0.1,0.0,1.0,0.1,0.046948108849776654,True
184.0,1.0,1.0,1.0,0.01,0.1,0.33144463740238794,True
185.0,1.0,1.0,9.99,9.99,1.0,0.1578805216811704,True
186.0,9.99,0.5,9.99,9.99,1.0,0.5919560350728575,True
187.0,0.0,0.0,0.0,0.0,0.0,-1.215015638776646,False
188.0,0.5,1.0,1.0,0.1,1.0,0.1275818460580066,True
189.0,0.01,1.0,0.0,0.0,0.0,-9.483680823873716,True
190.0,0.1,1.0,9.99,9.99,0.5,0.2590554730181361,True
191.0,1.0,1.0,9.99,9.99,0.1,0.01692158813887637,True
192.0,1.0,1.0,1.0,0.01,1.0,-0.508356536272286,True
193.0,1.0,0.1,0.0,1.0,1.0,0.13601406869673494,True
194.0,0.01,1.0,1.0,0.5,1.0,0.05420248171894776,True
195.0,0.01,0.1,0.01,0.01,1.0,-8.297157158502067,True
196.0,0.01,0.5,1.0,0.01,0.5,-5.717759621267874,True
197.0,9.99,0.5,9.99,9.99,1.0,0.5577047382684576,True
198.0,0.1,0.5,0.1,0.1,1.0,-4.10512320558526,True
199.0,1.0,0.5,1.0,0.0,0.5,0.1890289177516447,True
200.0,0.1,0.1,0.1,0.1,0.1,0.017326580287912063,False
201.0,1.0,0.1,0.1,1.0,0.5,0.06971764473893788,True
202.0,0.01,1.0,0.01,0.01,1.0,0.07004187203117013,False
203.0,0.01,0.1,0.01,9.99,1.0,0.18352378517951773,True
204.0,1.0,1.0,0.1,0.01,1.0,0.7953958761116638,True
205.0,0.1,0.5,1.0,1.0,1.0,0.2891866134935856,True
206.0,0.01,0.5,0.1,0.01,0.5,-3.5084291857630907,True
207.0,0.1,0.1,0.0,0.0,0.0,-5.166719465323826,True
208.0,0.01,0.1,0.5,0.0,0.1,1.8253514563303757,False
209.0,1.0,1.0,0.0,1.0,1.0,0.3575983757103781,True
210.0,9.99,0.1,9.99,9.99,1.0,0.1816886152697822,True
211.0,0.5,1.0,0.1,1.0,1.0,0.1737811081775953,True
212.0,1.0,0.5,0.01,0.01,0.5,0.8326629629079865,True
213.0,0.1,0.5,1.0,0.1,1.0,-2.6172674046758058,True
214.0,1.0,1.0,0.0,1.0,0.1,0.3808600815898633,True
215.0,9.99,0.1,9.99,9.99,0.1,0.02707256968183272,True
216.0,1.0,0.5,1.0,9.99,1.0,0.4407578408267379,True
217.0,0.01,0.5,0.01,0.0,0.0,-9.048436031941865,True
218.0,9.99,1.0,0.0,9.99,0.5,0.08562820072838301,True
219.0,1.0,0.5,1.0,1.0,0.5,0.013675433791373023,True
