input1,input2,input3,input4,input5,input6,output,usable
598.0,0.0,0.0,0.1,0.1,0.5,-4.483390301901647,True
599.0,0.001,0.1,0.1,0.0,0.1,-1.8583969161574505,False
600.0,1.0,0.01,0.1,1.0,0.1,0.013585446522755784,True
601.0,9.99,1.0,9.99,1.0,1.0,-0.0004051141816417969,True
602.0,9.99,0.1,0.01,0.01,1.0,-2.922527654242206,True
603.0,9.99,1.0,9.99,9.99,0.5,0.23555962963094473,True
604.0,9.99,1.0,9.99,0.1,1.0,0.01413597437786196,False
605.0,1.0,1.0,0.01,0.01,0.1,-0.13288392138709182,True
606.0,0.1,1.0,0.0,0.1,0.1,-1.0904841884734608,True
607.0,9.99,0.5,1.0,9.99,0.5,0.10133342496774073,True
608.0,1.0,0.01,1.0,1.0,1.0,0.17304502659736504,True
609.0,0.01,0.5,0.01,0.01,0.5,-4.2235555340761355,True
610.0,9.99,1.0,0.0,9.99,0.1,0.03401771493328564,True
611.0,1.0,0.1,9.99,1.0,0.1,0.022409534830548083,True
612.0,0.0,0.1,0.0,1.0,0.1,0.03375824036175161,True
613.0,1.0,0.1,0.1,0.0,0.1,1.0941000148035873,True
614.0,9.99,0.5,1.0,1.0,1.0,0.19322637790607747,True
615.0,0.1,1.0,1.0,1.0,0.5,0.10546157516711811,True
616.0,0.1,1.0,1.0,0.1,0.5,0.004981612671903335,True
617.0,1.0,0.1,0.1,1.0,0.01,0.15801324724387664,True
618.0,9.99,0.1,2.0,0.0,0.1,0.2833773340913961,True
619.0,0.0,0.0,1.0,1.0,0.5,0.008824626448297623,True
620.0,0.01,0.5,0.01,0.01,0.5,-7.3550291057998285,True
621.0,0.01,0.5,9.99,0.01,1.0,0.504713216791818,False
622.0,1.0,1.0,0.1,0.5,1.0,-0.12750664762385555,True
623.0,1.0,0.01,1.0,1.0,0.1,0.023842708818857153,True
624.0,9.99,0.5,9.99,0.01,0.5,-0.5926248473501977,True
625.0,0.1,1.0,0.0,0.1,1.0,-2.4495569874153924,True
626.0,1.0,1.0,0.01,0.01,1.0,-0.542096880049548,True
627.0,9.99,0.5,0.01,0.01,1.0,-0.5563891138361774,False
628.0,9.99,1.0,0.0,9.99,1.0,0.908116241271838,True
629.0,1.0,0.1,9.99,1.0,1.0,0.10182932088508934,True
630.0,1.0,0.5,1.0,1.0,1.0,0.2358073806332731,True
631.0,9.99,1.0,9.99,9.99,0.1,0.07386835654920221,True
632.0,1.0,0.5,1.0,0.01,1.0,-1.320297684099455,True
633.0,0.1,1.0,0.1,0.1,0.1,-0.506910701837377,True
634.0,9.99,0.1,1.0,9.99,1.0,0.42108637043351,True
635.0,1.0,0.01,0.01,1.0,0.01,-0.09101831012076403,True
636.0,0.1,0.5,9.99,9.99,0.5,0.27489320033186704,True
637.0,0.1,1.0,0.1,1.0,0.1,0.009671411646369754,True
638.0,0.01,0.1,1.0,1.0,1.0,0.3094331173668997,True
639.0,9.99,1.0,9.99,9.99,1.0,0.5528189491187688,True
640.0,0.1,1.0,0.1,0.1,1.0,-3.83087042027415,True
641.0,0.01,1.0,0.01,9.99,0.1,0.04416078163862258,True
642.0,0.01,1.0,1.0,0.01,0.5,-5.221596154382993,True
643.0,0.1,1.0,0.1,0.1,0.1,-1.8166351776891432,True
644.0,9.99,1.0,9.99,9.99,0.1,0.06864072694558683,True
645.0,0.01,0.1,1.0,1.0,0.1,-0.10730709194927152,True
646.0,0.01,1.0,9.99,9.99,0.5,0.09963736425946734,True
647.0,9.99,0.5,0.1,0.1,0.5,-0.4294203279785256,True
648.0,0.0,0.0,9.99,9.99,0.5,0.10673423119470404,True
649.0,0.01,1.0,0.01,9.99,1.0,0.7861042038729693,True
650.0,9.99,0.1,2.0,0.0,0.0,0.3749751723966277,True
651.0,1.0,0.01,0.1,1.0,0.5,0.06327684178433868,True
652.0,0.01,0.5,0.0,0.0,0.0,-9.67010926450731,True
653.0,9.99,0.1,1.0,9.99,0.1,0.054890538764184996,True
654.0,0.1,1.0,0.1,0.1,1.0,-2.2115598981653775,True
655.0,9.99,1.0,0.01,9.99,0.5,0.107439326237118,True
656.0,1.0,0.5,9.99,9.99,1.0,0.14798349989511228,True
657.0,9.99,1.0,9.99,9.99,1.0,0.6025273819248975,True
658.0,1.0,0.1,0.1,0.0,0.0,1.0883790791438084,True
659.0,1.0,0.5,9.99,1.0,0.5,0.082551936978731,True
660.0,0.1,1.0,0.1,1.0,1.0,0.2610866084236429,True
661.0,1.0,1.0,1.0,0.01,0.01,1.0275377306105884,True
662.0,1.0,1.0,1.0,1.0,0.5,0.08166232847074184,True
663.0,9.99,0.5,0.0,9.99,0.5,0.11590741551177326,True
664.0,0.1,1.0,1.0,0.1,0.1,-0.8020468605470521,True
665.0,1.0,0.1,0.01,1.0,0.1,0.02917768196115525,True
666.0,0.01,1.0,0.01,0.0,0.0,-9.642863280727108,True
667.0,0.1,1.0,1.0,1.0,0.1,-0.04173479173904904,True
668.0,0.01,0.1,0.1,0.1,0.1,-2.694083077581372,True
669.0,0.0,0.1,1.0,1.0,0.1,0.013973528459229584,True
670.0,1.0,1.0,1.0,9.99,1.0,0.43652472009064963,True
671.0,9.99,1.0,9.99,0.0,0.0,0.18506130866715567,True
672.0,0.01,0.1,0.1,0.1,1.0,-4.411966370578785,True
673.0,0.01,1.0,0.01,0.01,0.01,-7.7014862835515885,True
674.0,0.01,0.1,0.0,0.01,0.1,-8.144116278447498,True
675.0,0.01,1.0,0.1,0.01,0.5,-5.9566550021650855,True
676.0,0.01,0.5,0.01,0.01,1.0,-0.10785345191625251,False
677.0,0.0,0.0,0.0,1.0,0.5,-0.0003070305226610115,True
678.0,9.99,0.1,5.0,0.0,0.1,-2.6711444176525143,False
679.0,0.01,0.1,0.0,0.01,1.0,-8.364045593693074,True
680.0,1.0,0.01,1.0,1.0,0.5,0.08651696585722662,True
681.0,0.01,0.01,1.0,1.0,0.01,0.021528367785909636,True
682.0,0.0,0.0,0.0,0.1,0.5,-5.1557163215634025,True
683.0,0.01,0.1,0.1,0.1,0.1,-4.104021288596782,True
684.0,0.1,1.0,1.0,0.1,1.0,-2.393738506542214,True
685.0,1.0,0.1,0.01,1.0,1.0,0.14784955109345463,True
686.0,1.0,1.0,1.0,9.99,0.1,0.05672020745449019,True
687.0,1.0,0.5,0.0,1.0,1.0,0.29897329334622946,True
688.0,1.0,1.0,0.01,0.01,0.5,0.953495686327857,True
689.0,0.01,0.1,0.1,0.1,1.0,-2.747625929907934,True
690.0,0.01,1.0,0.1,0.01,0.5,-3.2750377475446206,True
691.0,0.1,1.0,1.0,1.0,1.0,0.28917005324803124,True
692.0,1.0,0.01,1.0,1.0,1.0,0.267476424384424,True
693.0,0.0,0.0,0.0,0.1,1.0,-5.700763883900082,True
694.0,0.01,1.0,0.1,0.01,0.1,-4.814884212721092,True
695.0,0.1,0.5,0.1,0.0,0.0,-0.42377913537319967,True
696.0,0.01,0.5,0.01,0.01,0.5,0.07677810974896604,False
697.0,0.0,0.0,0.0,1.0,1.0,0.2528501765261275,True
698.0,0.1,0.1,9.99,9.99,1.0,0.15399359792005135,True
699.0,9.99,0.1,0.0,0.0,0.0,0.19007653959718068,True
700.0,1.0,0.1,0.5,0.0,0.1,1.5830005611358482,True
701.0,0.1,1.0,1.0,1.0,0.5,0.09140380046041147,True
702.0,0.01,1.0,0.1,0.01,1.0,-3.83643592980199,True
703.0,1.0,1.0,0.01,0.01,1.0,0.8994950995400327,True
704.0,1.0,0.5,0.0,1.0,0.5,0.07573247124997962,True
705.0,1.0,1.0,1.0,1.0,0.1,-0.0020764637939800143,True
706.0,0.1,1.0,1.0,0.1,0.5,-2.1154829141325684,True
707.0,9.99,0.1,0.1,0.1,0.1,0.204381906462706,False
708.0,1.0,0.1,0.1,1.0,0.01,0.04563973968542423,True
709.0,1.0,1.0,0.01,0.01,0.1,1.074270960674832,True
710.0,1.0,1.0,1.0,9.99,0.5,0.2359646947320841,True
711.0,1.0,0.01,1.0,1.0,1.0,0.2938127778640204,True
712.0,0.01,1.0,0.1,0.01,0.1,-2.297885783631743,True
713.0,0.01,0.1,0.01,0.0,0.1,-8.349613556648796,True
714.0,9.99,0.1,0.1,0.1,1.0,0.08178845822317171,False
715.0,9.99,0.5,0.0,9.99,1.0,0.1591445256157109,True
716.0,1.0,1.0,1.0,1.0,1.0,-0.0002909528782124027,True
717.0,0.01,1.0,0.1,0.01,1.0,-6.074422107284406,True
718.0,0.0,0.0,0.0,0.1,0.1,-4.906194837058645,True
719.0,1.0,0.01,1.0,1.0,0.1,-0.059945709015963855,True
720.0,1.0,0.1,0.0,0.0,0.0,1.1545618329694216,True
721.0,0.1,0.1,9.99,9.99,0.1,0.03962206511297295,True
722.0,0.0,0.0,0.0,1.0,0.1,-0.11785115036759863,True
723.0,1.0,1.0,0.0,0.0,0.0,-0.5964930909791945,True
724.0,1.0,0.01,0.1,1.0,1.0,0.22470078166558488,True
725.0,9.99,0.5,0.1,0.1,1.0,-1.1543111447676682,True
726.0,0.01,1.0,1.0,0.01,0.1,-3.1647184421650074,True
727.0,0.01,1.0,9.99,9.99,1.0,0.17643806076574975,True
728.0,0.01,1.0,0.01,9.99,0.5,0.27772300441990655,True
729.0,0.0,0.0,9.99,9.99,1.0,0.16727313257493967,True
730.0,0.01,0.01,0.01,1.0,1.0,0.1459309919171538,True
731.0,0.1,0.1,0.1,0.01,0.1,-3.757091381966845,True
732.0,1.0,0.1,1.0,0.0,0.1,1.054544892181587,True
733.0,0.1,0.1,0.0,0.1,1.0,-4.840656614785128,True
734.0,0.1,1.0,0.1,1.0,0.5,0.09802647021437666,True
735.0,9.99,0.1,1.0,1.0,0.1,0.04451708094055194,True
736.0,1.0,0.5,9.99,1.0,1.0,0.19931718884410896,True
737.0,9.99,1.0,0.01,9.99,1.0,0.1956784570248663,True
738.0,0.1,1.0,0.1,0.1,0.5,-1.8043024341799456,True
739.0,9.99,1.0,9.99,9.99,0.5,0.3086388605221373,True
740.0,1.0,0.5,9.99,9.99,0.5,0.07163127873006622,True
741.0,1.0,0.1,1.0,1.0,0.01,0.012146813620708505,True
742.0,0.1,0.1,0.1,0.01,1.0,-3.461341846534489,True
743.0,9.99,0.1,1.0,1.0,1.0,0.0643742404454162,True
744.0,0.1,0.5,9.99,9.99,1.0,0.5569266971187448,True
745.0,0.1,0.1,0.1,0.01,0.1,-1.5261246908323027,True
746.0,1.0,0.5,1.0,0.01,0.5,-0.5883032230378069,True
747.0,9.99,1.0,0.01,9.99,0.1,0.03806810838769694,True
748.0,1.0,1.0,1.0,0.5,1.0,0.0666183307840928,True
749.0,0.0,0.0,9.99,9.99,0.1,0.02686050108925428,True
750.0,0.01,1.0,9.99,9.99,0.1,0.029399293153486356,True
751.0,0.01,1.0,1.0,0.01,1.0,-6.119088107472949,True
752.0,1.0,0.01,0.1,1.0,0.1,-0.06953334521604032,True
753.0,9.99,1.0,9.99,9.99,0.5,0.2925561591764483,True
754.0,0.1,0.1,1.0,0.0,0.1,1.6329129133988731,True
755.0,0.1,0.1,0.0,0.1,0.1,-3.876874733748959,True
756.0,0.1,1.0,0.1,0.1,0.5,-3.244676656080292,True
757.0,0.1,0.1,0.1,0.01,1.0,-6.056758269178779,True
758.0,9.99,0.1,0.1,9.99,1.0,0.5586757668364617,True
759.0,0.1,1.0,1.0,0.1,0.1,0.22883775213514493,True
760.0,0.01,0.5,0.01,0.01,1.0,-7.3016638761579244,True
761.0,0.01,0.5,9.99,0.01,0.5,0.05869917716121191,False
762.0,0.1,1.0,1.0,1.0,0.1,0.009989271780725922,True
763.0,0.0,0.0,1.0,1.0,1.0,0.22182569976045008,True
764.0,0.01,0.01,1.0,1.0,0.01,-0.13079089294823848,True
765.0,9.99,0.5,9.99,0.0,0.0,-0.7244786908704697,True
766.0,0.1,0.1,1.0,0.0,0.0,1.6888143022233146,True
767.0,0.1,0.1,0.1,0.1,1.0,-4.635322620023325,True
768.0,1.0,0.1,0.01,1.0,1.0,0.26568007108832925,True
769.0,1.0,0.5,1.0,1.0,0.5,0.04711001752034982,True
770.0,9.99,1.0,0.0,9.99,0.5,0.27973906340129884,True
771.0,0.1,0.1,9.99,0.1,0.1,-2.7072074076984625,True
772.0,0.1,1.0,0.0,0.1,0.5,-2.0736405225499004,True
773.0,9.99,0.5,9.99,0.01,1.0,-1.2959277347116391,True
774.0,9.99,0.1,9.99,9.99,0.1,0.05403465963083945,True
775.0,9.99,0.5,0.01,0.01,0.5,0.06379504804847336,False
776.0,1.0,1.0,0.01,0.01,0.5,-0.32728871603883447,True
777.0,1.0,0.1,9.99,9.99,1.0,0.4312890989462253,True
778.0,0.1,0.1,9.99,0.1,1.0,-2.646814287902396,True
779.0,9.99,0.5,1.0,1.0,0.5,0.11064225424189472,True
780.0,1.0,0.1,0.01,1.0,0.1,-0.06842395402434892,True
781.0,0.01,0.5,0.01,0.01,1.0,-4.414995573426294,True
782.0,1.0,0.1,9.99,9.99,0.1,0.04995417350065173,True
783.0,1.0,0.01,1.0,1.0,0.5,0.09693406328654869,True
784.0,9.99,0.5,1.0,9.99,1.0,0.14740933220844368,True
785.0,9.99,0.1,9.99,9.99,1.0,0.7568544466392544,True
786.0,0.1,1.0,1.0,0.1,1.0,-0.07027862710823424,True
787.0,9.99,0.1,0.1,9.99,0.1,0.0627294878444899,True
788.0,0.1,0.1,0.1,0.1,0.1,-3.7956954717526896,True
789.0,0.01,1.0,0.01,0.01,0.01,1.4221386351506808,True
790.0,1.0,0.1,1.0,0.0,0.0,1.0564750572569706,True
791.0,0.0,0.0,1.0,1.0,0.1,-0.1110620292884863,True
792.0,0.1,1.0,1.0,1.0,1.0,0.15945293843728905,True
793.0,0.1,1.0,0.1,0.1,0.1,0.4219966194721802,True
794.0,1.0,1.0,1.0,0.0,0.0,0.1939856568650879,True
795.0,0.0,0.0,0.1,0.1,1.0,-4.848328498137442,True
796.0,0.01,1.0,0.0,0.01,0.1,-8.583315978496632,True
797.0,0.0,0.0,0.0,0.01,0.1,-7.710567372133979,True
798.0,0.01,0.1,1.0,1.0,0.1,0.026526990973263553,True
799.0,0.1,0.5,0.0,0.0,0.0,-1.9858189385672858,True
800.0,0.1,1.0,0.1,1.0,0.1,0.03009293273052349,True
801.0,0.01,0.1,0.01,0.01,1.0,-0.014246181827746951,False
802.0,0.0,0.0,0.0,1.0,0.0,-1.215015638776646,False
803.0,0.1,0.5,0.01,0.1,0.5,-3.9399955152430155,True
804.0,0.1,0.1,0.5,0.0,0.0,1.2725054349633393,True
805.0,1.0,0.1,0.0,0.0,0.1,1.1621843932380136,True
806.0,0.1,0.5,9.99,0.1,1.0,0.28213333710648025,False
807.0,9.99,1.0,9.99,0.1,0.5,0.0715270283388974,False
808.0,9.99,0.1,9.99,0.01,1.0,0.1235058287156893,False
809.0,9.99,1.0,9.99,9.99,1.0,0.4334660880260832,True
810.0,9.99,1.0,9.99,1.0,0.5,0.028633490657623703,True
811.0,1.0,1.0,1.0,0.01,0.01,0.4228063612491927,True
812.0,0.01,0.1,0.01,0.0,0.0,-8.394011738011251,True
813.0,9.99,1.0,9.99,9.99,0.1,0.06140758953325015,True
814.0,1.0,0.5,1.0,0.01,1.0,0.4381087329073703,False
815.0,9.99,0.1,9.99,0.01,0.1,0.7328881534303326,False
816.0,1.0,0.01,0.01,1.0,0.01,0.038161950207387024,True
817.0,9.99,0.5,0.1,9.99,1.0,0.1395986473947856,True
818.0,0.1,0.5,0.01,0.1,0.5,-2.3404976946044185,True
819.0,1.0,0.01,0.1,1.0,0.5,0.07053717443924176,True
820.0,0.01,0.1,1.0,1.0,1.0,0.1592974730828236,True
821.0,0.0,0.0,0.0,0.01,1.0,-8.171134291408837,True
822.0,0.1,1.0,0.1,9.99,0.5,0.07972427352351596,True
823.0,0.01,1.0,0.0,0.01,1.0,-7.842604758956413,True
824.0,0.0,0.0,0.1,0.1,0.1,-4.320059108813957,True
825.0,0.1,1.0,0.1,0.1,1.0,-0.045423072869839265,True
826.0,0.1,1.0,0.1,1.0,1.0,0.16697153974754395,True
827.0,0.01,0.1,0.01,0.01,0.1,0.6318653178548728,False
828.0,0.01,1.0,1.0,0.01,0.5,-0.3380348986806298,False
829.0,9.99,1.0,0.1,0.1,1.0,0.22399064865354756,False
830.0,1.0,0.1,1.0,1.0,1.0,0.02104377200180674,True
831.0,1.0,0.1,0.01,0.01,0.1,0.8355191179177034,True
832.0,0.01,0.1,0.1,0.01,0.1,-3.373185379122206,True
833.0,0.01,1.0,0.01,1.0,0.01,-0.031030552363714048,True
834.0,1.0,1.0,0.0,0.0,0.0,1.1319862946240642,True
835.0,0.1,1.0,9.99,9.99,0.1,0.025958833009628313,True
836.0,0.01,0.1,0.1,0.01,1.0,-6.938168480528155,True
837.0,0.01,0.1,1.0,0.0,0.1,1.9911285398601342,False
838.0,0.1,0.5,0.1,0.1,0.5,-0.004268906339037842,False
839.0,1.0,0.1,1.0,0.0,0.1,0.20505173630217022,True
840.0,1.0,0.5,0.1,1.0,0.1,0.10155585631561143,True
841.0,0.01,1.0,0.1,0.1,0.5,-4.193687175086918,True
842.0,1.0,1.0,9.99,9.99,0.5,0.2801916007170859,True
843.0,0.01,0.5,0.01,9.99,0.5,0.07038994501847182,True
844.0,0.1,1.0,9.99,9.99,1.0,0.14860339241640386,True
845.0,0.01,0.5,9.99,9.99,1.0,0.6032649250276734,True
846.0,1.0,0.5,0.1,0.1,1.0,-1.4418599706429944,True
847.0,0.01,0.01,1.0,0.01,0.01,-0.20079096529289836,False
848.0,9.99,1.0,0.0,0.0,0.0,0.1847297518150715,True
849.0,9.99,0.1,1.0,0.0,0.1,1.0408571897266572,True
850.0,1.0,0.5,0.1,1.0,1.0,0.2812670088846683,True
851.0,0.01,1.0,0.0,0.01,0.5,-8.874796488543398,True
852.0,0.01,0.5,0.01,1.0,1.0,0.1601275119728514,True
853.0,0.01,0.1,0.1,0.01,0.1,-5.949647056492761,True
854.0,0.0,0.0,0.0,0.01,0.5,-8.689956879902507,True
855.0,9.99,0.5,9.99,1.0,1.0,0.17104488792801129,True
856.0,1.0,1.0,0.01,1.0,0.5,0.07000727895766937,True
857.0,1.0,0.1,1.0,1.0,0.1,0.013720945797315254,True
858.0,1.0,1.0,0.1,1.0,0.01,0.18986321742781098,True
859.0,9.99,1.0,0.1,0.1,0.1,0.17653965099409047,False
860.0,0.01,0.1,0.1,0.01,1.0,-4.096505391627871,True
861.0,1.0,0.1,0.01,0.01,1.0,0.1542179099229019,False
862.0,0.01,1.0,0.1,0.1,0.5,-2.6515025369743634,True
863.0,9.99,0.5,9.99,9.99,0.5,0.09534160432500949,True
864.0,0.0,0.0,0.1,0.1,0.5,-2.793589010652424,True
865.0,9.99,0.5,0.01,9.99,1.0,0.7774994163159508,True
866.0,1.0,0.01,0.01,0.01,0.01,-0.33085533142860796,True
867.0,0.1,1.0,0.1,0.01,0.1,-0.5594454366809427,True
868.0,9.99,0.1,0.01,9.99,0.1,0.027029131570537795,True
869.0,9.99,1.0,1.0,9.99,0.5,0.2138513704356943,True
870.0,1.0,0.5,0.0,1.0,0.5,0.10800799778620013,True
871.0,9.99,1.0,1.0,1.0,1.0,-0.03652926535409125,True
872.0,1.0,0.5,1.0,1.0,1.0,0.3125548360665765,True
873.0,0.1,1.0,0.0,0.1,0.1,-3.388444430026479,True
874.0,0.25,0.1,0.25,0.0,0.1,1.6735489163139048,True
875.0,1.0,1.0,1.0,0.0,1.0,1.027786111492092,True
876.0,0.0,0.0,0.0,9.99,0.5,0.08889784685808011,True
877.0,0.01,1.0,1.0,1.0,0.5,0.07440090100872221,True
878.0,0.1,1.0,0.1,0.01,1.0,-4.1156225091081575,True
879.0,0.01,0.1,1.0,0.01,1.0,-6.594130719053643,True
880.0,0.01,0.1,9.99,9.99,0.1,0.027509287825976475,True
881.0,0.0,0.0,0.0,1.0,1.0,0.12524759335960642,True
882.0,0.01,0.5,0.01,0.01,0.5,-7.659506130585038,True
883.0,1.0,0.5,1.0,1.0,0.1,0.02899010409739311,True
884.0,0.01,0.1,0.5,0.0,0.1,1.353288226792153,True
885.0,0.1,1.0,0.1,0.01,0.1,-2.940361657673198,True
886.0,1.0,0.5,1.0,0.1,1.0,-1.8652132530080492,True
888.0,0.1,1.0,0.0,0.1,1.0,-4.750886315085841,True
889.0,1.0,0.1,0.0,0.0,0.0,0.04868174331054176,True
890.0,1.0,0.5,1.0,1.0,1.0,0.297205029649548,True
891.0,0.1,0.01,0.1,0.0,0.0,-0.41355890693391595,True
892.0,0.0,0.0,0.0,1.0,0.1,0.03679631685902157,True
893.0,0.01,0.1,9.99,9.99,1.0,0.1686166758846404,True
894.0,0.01,0.1,1.0,0.01,0.1,-5.388866647888232,True
895.0,9.99,0.1,0.01,9.99,1.0,0.175199393884927,True
896.0,0.1,1.0,0.1,0.01,1.0,-1.626916267294042,True
897.0,1.0,1.0,1.0,1.0,0.01,0.1428301875994502,True
898.0,9.99,1.0,1.0,1.0,0.1,-0.013842416062070262,True
899.0,0.01,0.5,0.0,0.0,0.0,-9.318596371531632,True
900.0,9.99,1.0,9.99,9.99,1.0,0.7434467612678495,True
901.0,1.0,0.5,0.1,1.0,0.5,0.10531147953872487,True
902.0,1.0,1.0,9.99,9.99,0.1,0.051498150203363596,True
903.0,1.0,1.0,0.01,1.0,0.1,0.3693179606205005,True
904.0,0.01,0.5,0.01,0.1,0.5,-2.8705991814144554,True
905.0,1.0,0.01,1.0,0.01,1.0,0.05918993504787151,False
906.0,0.1,1.0,9.99,0.1,1.0,-2.7038971953918134,True
907.0,1.0,0.5,0.1,0.1,0.5,0.2011788609564578,True
908.0,0.1,1.0,0.1,0.1,0.1,-2.000524292158573,True
909.0,1.0,1.0,1.0,0.0,0.0,1.045177926246411,True
910.0,0.1,0.1,1.0,1.0,1.0,0.1720489249741916,True
911.0,9.99,0.5,9.99,0.1,0.5,-1.1892718634109345,True
912.0,0.0,0.0,0.0,1.0,0.0,-1.215015638776646,False
913.0,9.99,1.0,0.1,9.99,0.1,0.07354872060369688,True
914.0,0.1,0.1,1.0,0.1,1.0,-0.05961778851931315,True
915.0,1.0,0.1,0.0,0.0,0.1,0.06063578188415786,True
916.0,0.5,0.1,0.5,0.0,0.1,1.6717949404994692,True
917.0,0.01,0.5,0.01,1.0,0.5,0.0417628128689842,True
918.0,0.1,0.1,1.0,1.0,0.1,0.043656218550236464,True
919.0,0.1,1.0,0.1,0.1,1.0,-4.134607933500765,True
920.0,0.01,0.5,0.01,0.1,0.5,-4.647030223142984,True
921.0,0.01,0.1,0.5,0.0,0.0,1.2505416309441777,True
922.0,0.1,0.1,1.0,0.1,0.1,-0.06004413066501432,True
923.0,9.99,1.0,0.1,9.99,1.0,0.5636389628431883,True
924.0,1.0,1.0,9.99,9.99,1.0,0.43154263936935355,True
925.0,9.99,1.0,9.99,9.99,0.1,0.061589978328630945,True
926.0,0.1,0.5,0.1,9.99,0.5,0.2737908139234712,True
927.0,0.2,0.1,0.2,0.0,0.1,1.4143986116556126,True
928.0,0.1,1.0,9.99,0.1,0.1,-2.406641328702225,True
929.0,1.0,1.0,9.99,1.0,0.5,-0.005233850123699042,True
930.0,1.0,1.0,0.01,1.0,1.0,0.325261001638928,True
931.0,0.1,0.5,0.01,0.01,1.0,-2.8094769110388076,True
932.0,1.0,0.5,1.0,1.0,0.5,0.08711511332208166,True
933.0,9.99,1.0,9.99,0.01,0.1,0.5936463037873441,False
934.0,1.0,0.5,1.0,9.99,1.0,0.14094216831450718,True
935.0,9.99,0.1,9.99,9.99,0.1,0.06035363026650908,True
936.0,1.0,0.5,1.0,0.1,0.5,0.06575731269162696,True
937.0,0.01,1.0,1.0,0.1,1.0,-0.09549287450184835,True
938.0,0.1,0.1,0.1,1.0,1.0,0.16909761795518852,True
939.0,0.01,1.0,0.01,0.01,0.1,0.6639811362280752,False
940.0,0.0,0.0,1.0,1.0,1.0,0.16318097059765443,True
941.0,0.01,0.1,0.0,0.01,1.0,-7.8239911112749905,True
942.0,0.01,1.0,1.0,1.0,1.0,0.17053335359825733,True
943.0,0.1,0.1,0.1,0.1,1.0,-0.10486048457673622,True
944.0,9.99,0.1,1.0,0.0,0.0,1.0479060469146557,True
945.0,0.01,1.0,9.99,0.01,0.5,-6.01077721707817,True
946.0,0.1,0.5,0.01,0.01,1.0,-5.706781189123417,True
947.0,0.1,0.1,0.1,1.0,0.1,0.030343299909934368,True
948.0,0.01,1.0,0.01,0.01,1.0,0.49806533475057696,False
949.0,0.01,0.1,1.0,0.0,0.0,1.82318717757822,False
950.0,0.1,0.1,0.1,0.1,0.1,-0.06528609149942284,True
951.0,1.0,0.1,1.0,0.0,0.0,0.1755847604082479,True
952.0,0.01,1.0,1.0,1.0,0.1,0.01211563143190883,True
953.0,0.01,0.1,0.0,0.01,0.1,-7.808784183577393,True
954.0,0.0,0.0,1.0,1.0,0.1,0.04826057108179213,True
955.0,0.01,0.01,0.01,0.01,1.0,-7.782065916333805,True
956.0,0.01,1.0,0.01,0.0,0.0,-8.363104250696322,True
957.0,9.99,0.1,9.99,9.99,1.0,0.42032421945988463,True
958.0,9.99,1.0,0.01,0.01,0.5,0.3206876438982599,True
959.0,0.0,0.0,0.0,0.1,0.5,-2.998000856558824,True
960.0,9.99,1.0,9.99,0.01,1.0,0.3476116175231456,False
