
Lower Haze,Upper Haze,Lower SSA,Upper SSA,Lower Gas,Upper Gas,Model Output µ1+µ2 Value,Darkened or Brightened,Usable
0.01,1,0,0,0,0,-4.499381434,Brightened,yes
0.01,1,0.01,0,0,0,-4.478802308,Brightened,yes
0.01,0.5,0,0,0,0,-4.456496493,Brightened,yes
0.01,0.5,0,0,0,0.01,-4.360423562,Brightened,yes
0.01,0.1,0,0,0.1,0.01,-4.334940451,Brightened,yes
0.01,0.5,0.01,0,0,0,-4.296633216,Brightened,yes
0.01,0.1,0,0,0,0,-4.295528389,Brightened,yes
0.01,0.1,0,0,0,0.01,-4.213021808,Brightened,yes
0.01,1,0,0,0,0.01,-4.067648239,Brightened,yes
0.01,0.1,0.01,0,0,0,-4.055382481,Brightened,yes
0.01,1,0,0.01,0.1,0,-4.004408598,Brightened,yes
0.01,0.1,0.01,0,0.1,0.01,-3.900756139,Brightened,yes
0.01,0.1,0.01,0,0,0.01,-3.897037653,Brightened,yes
0.01,1,0.01,0,0,0.01,-3.856434817,Brightened,yes
0.01,1,0,0.01,0.1,0.01,-3.823091265,Brightened,yes
0.1,1,0,0,0,0,-3.794172048,Brightened,yes
0,0,0.01,0.01,1,0,-3.785677471,Brightened,yes
0.01,1,0.01,0.01,0.1,0,-3.782909161,Brightened,yes
0.01,1,0,0.01,0.5,0,-3.760084552,Brightened,yes
0.01,1,0.01,0.01,0.01,0.01,-3.701318258,Brightened,yes
0.01,0.5,0,0.01,0.5,0.01,-3.694229738,Brightened,yes
0.01,1,0,0.01,0.5,0.01,-3.675670176,Brightened,yes
0.01,1,0.01,0.01,1,0,-3.667286687,Brightened,yes
0.01,0.5,0,0.01,1,0.01,-3.626243538,Brightened,yes
0,0,0,0.01,0.5,0,-3.596699144,Brightened,yes
0.01,0.1,0.01,0.01,1,0,-3.590608392,Brightened,yes
0.01,0.5,0.01,0,0,0.01,-3.57559279,Brightened,yes
0,0,0,0.01,0.5,0.01,-3.560982317,Brightened,yes
0,0,0,0.01,0.1,0,-3.534231614,Brightened,yes
0,0.1,0.01,0.01,0.1,0,-3.530045037,Brightened,yes
0.01,1,0.01,0.01,0.1,0.01,-3.513278447,Brightened,yes
0.01,0.1,0.01,0.01,0.1,0,-3.488245623,Brightened,yes
0.01,1,0.01,0.01,0.5,0,-3.475473209,Brightened,yes
0,0,0.01,0.01,0.5,0,-3.472771398,Brightened,yes
0,0,0,0.01,1,0,-3.463299358,Brightened,yes
0.1,0.5,0,0,0,0,-3.459859509,Brightened,yes
0.01,0.5,0.01,0.01,1,0,-3.443873695,Brightened,yes
0.01,1,0,0.01,1,0,-3.436420375,Brightened,yes
0.01,1,0.01,0.01,1,0.01,-3.426166551,Brightened,yes
0.01,0.5,0,0.01,0.5,0,-3.418492943,Brightened,yes
0.01,0.5,0,0.01,1,0,-3.417476379,Brightened,yes
0.01,1,0.01,0.01,0.5,0.01,-3.411995591,Brightened,yes
0.01,0.1,0.1,0.01,1,0.01,-3.403308331,Brightened,yes
0,0,0.01,0.01,0.1,0,-3.378222041,Brightened,yes
0.01,0.1,0,0.01,0.1,0.01,-3.36491475,Brightened,yes
0,0,0,0.01,1,0.01,-3.36269685,Brightened,yes
0.01,0.5,0.01,0.01,0.5,0.01,-3.350186575,Brightened,yes
0.01,0.1,0,0.01,1,0,-3.347368445,Brightened,yes
0.01,0.1,0,0.01,1,0.01,-3.336351215,Brightened,yes
0.01,0.1,0,0.01,0.1,0,-3.336075826,Brightened,yes
0.01,0.5,0.01,0.01,0.5,0,-3.327689931,Brightened,yes
0.01,0.1,9.99,0.01,0.1,0.01,-3.325869171,Brightened,yes
0.01,0.5,0.1,0.01,1,0.01,-3.297752583,Brightened,yes
0.01,0.5,0.01,0.01,1,0.01,-3.292150567,Brightened,yes
0.01,0.01,0.01,0.01,1,0.01,-3.283977061,Brightened,yes
0,0,0.01,0.01,0.5,0.01,-3.278603489,Brightened,yes
0.01,0.1,0.1,0.01,0.1,0.01,-3.260863423,Brightened,yes
0.01,0.5,9.99,0.01,1,0.01,-3.255669847,Brightened,yes
0.1,1,0.01,0.01,1,0.01,-3.244129292,Brightened,yes
0.1,0.1,0.01,0.01,1,0.01,-3.233476044,Brightened,yes
0.01,1,0.1,0.01,1,0.01,-3.225771524,Brightened,yes
0.01,0.1,1,0.01,1,0.01,-3.223205022,Brightened,yes
0.1,0.1,0,0,0,0,-3.190167898,Brightened,yes
0.1,1,0.01,0.01,0.5,0.01,-3.188769262,Brightened,yes
0.01,0.01,1,0.01,1,0.01,-3.187579623,Brightened,yes
0.01,0.1,9.99,0.01,1,0.01,-3.178583379,Brightened,yes
0,0,0.01,0.01,0.1,0.01,-3.152504542,Brightened,yes
0.01,0.5,1,0.01,1,0.01,-3.149725458,Brightened,yes
0.1,1,0.01,0.01,0.1,0.01,-3.148510719,Brightened,yes
0.1,0.5,0.01,0.01,1,0.01,-3.140627012,Brightened,yes
0.01,0.01,0.01,0.01,0.01,0.01,-3.131100287,Brightened,yes
0.01,0.5,9.99,0.01,0.5,0.01,-3.118658627,Brightened,yes
0.01,1,0.1,0.01,0.5,0.01,-3.098366216,Brightened,yes
0,0,0.01,0.01,1,0.01,-3.097557555,Brightened,yes
0.01,1,1,0.01,1,0.01,-3.093280507,Brightened,yes
0.01,0.5,0.1,0.01,0.5,0.01,-3.08960497,Brightened,yes
0,0,0,0.1,1,0,-3.081970642,Brightened,yes
0.01,1,0,0.01,1,0.01,-3.078154034,Brightened,yes
0.01,1,9.99,0.01,1,0.01,-3.072766223,Brightened,yes
0.01,0.1,0.01,0.01,1,0.01,-3.059595258,Brightened,yes
1,0.01,1,0.01,1,0.01,-3.04642609,Brightened,yes
0.01,0.1,0.01,0.01,0.1,0.01,-3.043780399,Brightened,yes
0.01,1,9.99,0.01,0.5,0.01,-3.012994992,Brightened,yes
0.1,0.1,0.1,0.01,1,0.01,-2.979642923,Brightened,yes
1,0.01,0.01,0.01,1,0.01,-2.979045685,Brightened,yes
0,0,0,0.01,0.1,0.01,-2.967470976,Brightened,yes
0.1,0.5,0.01,0.01,0.5,0.01,-2.957530525,Brightened,yes
0.01,0.01,1,0.01,0.01,0.01,-2.906570164,Brightened,yes
0.01,1,1,0.01,0.5,0.01,-2.904733027,Brightened,yes
0.1,0.1,0.01,0.01,0.1,0.01,-2.902287156,Brightened,yes
0,0,0.1,0.1,1,0,-2.878193362,Brightened,yes
0.01,1,0.01,0.1,1,0.01,-2.858226567,Brightened,yes
0.01,0.1,0.01,0.1,1,0.01,-2.850814512,Brightened,yes
0.1,1,0,0.1,1,0,-2.832747553,Brightened,yes
0.1,0.1,0,0.1,1,0,-2.830387994,Brightened,yes
0.01,1,9.99,0.01,0.1,0.01,-2.828960685,Brightened,yes
0.1,0.1,0.1,0.1,1,0,-2.814012364,Brightened,yes
0.01,0.5,0.01,0.1,1,0.01,-2.812986154,Brightened,yes
0.01,0.5,1,0.01,0.5,0.01,-2.783924896,Brightened,yes
0.1,0.5,0,0.1,1,0,-2.779660102,Brightened,yes
0.01,0.1,1,0.01,0.1,0.01,-2.774563726,Brightened,yes
0,0,0,0.1,0.5,0,-2.752560587,Brightened,yes
0.01,1,0.1,0.01,0.1,0.01,-2.705231817,Brightened,yes
0.01,0.5,0.1,0.1,1,0.01,-2.700194812,Brightened,yes
0.1,0.1,0.1,0.1,1,0.01,-2.678896873,Brightened,yes
0.1,0.1,0.01,0.1,1,0.01,-2.674355223,Brightened,yes
0.1,0.5,0.1,0.01,1,0.01,-2.674054717,Brightened,yes
0.01,1,0.1,0.1,1,0.01,-2.660409783,Brightened,yes
0.1,0.5,0.1,0.1,1,0,-2.654101066,Brightened,yes
0.01,0.5,0.01,0.1,0.5,0.01,-2.641816242,Brightened,yes
0.1,1,0.01,0.1,1,0.01,-2.637274994,Brightened,yes
0.1,1,0.1,0,0,0,-2.636298075,Brightened,yes
0,0.1,0.1,0.1,0.1,0,-2.623380806,Brightened,yes
0,0,0.1,0.1,0.5,0,-2.62246045,Brightened,yes
0.1,0.5,0,0.1,0.5,0,-2.619867116,Brightened,yes
0.1,0.5,0.01,0.1,1,0.01,-2.610985138,Brightened,yes
0.01,0.1,0.1,0.1,1,0.01,-2.599838033,Brightened,yes
0.01,1,0.01,0.1,0.5,0.01,-2.590941208,Brightened,yes
0.01,0.5,0.1,0.1,0.5,0.01,-2.587649296,Brightened,yes
0.01,0.5,0.01,0.01,1,0.1,-2.57692523,Brightened,yes
0,0,0,0.1,0.1,0,-2.570424699,Brightened,yes
0.1,1,0.1,0.01,1,0.01,-2.567095544,Brightened,yes
0.1,1,0.1,0.1,1,0,-2.562790371,Brightened,yes
0,0,0.1,0.1,0.1,0,-2.551698116,Brightened,yes
0.01,1,0.01,0.01,1,0.1,-2.51933811,Brightened,yes
0.1,0.5,0.1,0.1,1,0.01,-2.51855482,Brightened,yes
0.01,1,0.1,0.1,0.5,0.01,-2.511595005,Brightened,yes
0.01,0.1,0.01,0.1,0.1,0.01,-2.495234657,Brightened,yes
0.01,0.5,0.01,0.01,0.5,0.1,-2.491850466,Brightened,yes
0.1,1,0,0.1,0.5,0,-2.481649326,Brightened,yes
0.01,0.1,0.1,0.1,0.1,0.01,-2.470584542,Brightened,yes
0.1,1,0.1,0.1,1,0.01,-2.468914098,Brightened,yes
0.01,0.1,0.1,0.01,1,0.1,-2.460304007,Brightened,yes
0.1,0.5,0.1,0.1,0.5,0,-2.447402775,Brightened,yes
0.1,0.5,0.01,0.1,0.5,0.01,-2.427667224,Brightened,yes
0.01,1,0.01,0.1,0.1,0.01,-2.422008997,Brightened,yes
0.1,0.5,0.1,0.01,0.5,0.01,-2.416198295,Brightened,yes
0.01,0.5,0.1,0.01,1,0.1,-2.400703092,Brightened,yes
0.1,1,0.1,0.01,0.5,0.01,-2.398253477,Brightened,yes
0.1,0.5,0.1,0,0,0,-2.396553976,Brightened,yes
0.1,0.1,0,0.1,0.1,0,-2.375376512,Brightened,yes
0.01,1,0.1,0.1,0.1,0.01,-2.349545402,Brightened,yes
0.01,0.1,0.01,0.01,1,0.1,-2.345651586,Brightened,yes
0.1,0.1,0.1,0.01,0.1,0.01,-2.341035399,Brightened,yes
0.1,0.1,0.01,0.01,1,0.1,-2.337558658,Brightened,yes
0.1,0.5,0.1,0.1,0.5,0.01,-2.324919073,Brightened,yes
0.1,0.1,0.1,0.1,0.1,0,-2.31293226,Brightened,yes
0.1,1,0.01,0.1,0.5,0.01,-2.303514806,Brightened,yes
0.01,0.1,0.01,0.01,0.1,0.1,-2.284219862,Brightened,yes
0.1,0.1,0.1,0.1,0.1,0.01,-2.266318575,Brightened,yes
0.1,0.1,0.01,0.1,0.1,0.01,-2.265938928,Brightened,yes
0.1,0.1,0.1,0,0,0,-2.236897651,Brightened,yes
0.01,1,0.1,0.01,1,0.1,-2.233825259,Brightened,yes
0.01,1,0.01,0.01,0.5,0.1,-2.219593,Brightened,yes
0.1,1,0.1,0.1,0.5,0,-2.219288872,Brightened,yes
0.1,0.1,0.1,0.01,1,0.1,-2.217985065,Brightened,yes
0.1,1,0.1,0.01,0.1,0.01,-2.210114238,Brightened,yes
0.01,0.5,0.1,0.01,0.5,0.1,-2.202116481,Brightened,yes
0.01,1,0.01,0.01,0.1,0.1,-2.163835367,Brightened,yes
0.1,1,0,0.1,0.1,0,-2.123492356,Brightened,yes
0.01,1,0.1,0.01,0.5,0.1,-2.097417411,Brightened,yes
0.01,0.1,0.1,0.01,0.1,0.1,-2.083687001,Brightened,yes
0.1,1,0.1,0.1,0.5,0.01,-2.069269251,Brightened,yes
9.99,0.1,9.99,0.01,1,0.01,-2.005407711,Brightened,yes
0.01,0.5,0.01,0.1,1,0.1,-1.975258826,Brightened,yes
0.1,1,0.1,0.1,5,0.1,-1.975177961,Brightened,yes
1,0.1,1,0.01,1,0.01,-1.973363578,Brightened,yes
0.01,0.1,0.01,0.1,1,0.1,-1.971445011,Brightened,yes
0,0,0.1,0.1,0.5,0.1,-1.968922339,Brightened,yes
0.1,0.1,0.01,0.1,1,0.1,-1.960160913,Brightened,yes
0.01,0.5,0.1,0.1,1,0.1,-1.958831022,Brightened,yes
0.01,1,0.1,0.1,1,0.1,-1.949454252,Brightened,yes
0,0,0,0.1,1,0.1,-1.941171424,Brightened,yes
0,0,0.1,0.1,1,0.1,-1.940163094,Brightened,yes
0.01,0.5,0.01,0.1,0.5,0.1,-1.936546447,Brightened,yes
0.1,0.1,0,0.1,1,0.1,-1.933333622,Brightened,yes
0.1,0.1,0.1,0.1,1,0.1,-1.932719161,Brightened,yes
0.01,1,0.01,0.1,1,0.1,-1.926008831,Brightened,yes
0.1,0.5,9.99,0.1,1,0.1,-1.911923455,Brightened,yes
0.01,0.1,0.1,0.1,1,0.1,-1.908953532,Brightened,yes
0,0,0,0.1,0.5,0.1,-1.903889434,Brightened,yes
9.99,0.1,9.99,0,0.1,9.99,-1.899613244,Brightened,no
0.1,1,0.01,0.1,0.1,0.01,-1.896694128,Brightened,yes
0.1,1,9.99,0.1,1,0.1,-1.892545662,Brightened,yes
0.1,0.1,9.99,0.1,0.1,0.1,-1.892424097,Brightened,yes
0.1,0.5,0,0.1,1,0.1,-1.886041554,Brightened,yes
0.01,0.1,0.1,0.1,0.1,0.1,-1.880474768,Brightened,yes
0.1,0.5,9.99,0.1,0.5,0.1,-1.866521936,Brightened,yes
0.1,0.5,0.01,0.01,1,0.1,-1.86488415,Brightened,yes
0.01,1,0.01,0.1,0.5,0.1,-1.858571383,Brightened,yes
0,0,0.1,0.1,0.1,0.1,-1.857810466,Brightened,yes
0.1,1,0.01,0.01,1,0.1,-1.846181631,Brightened,yes
0.1,0.1,9.99,0.1,1,0.1,-1.837318241,Brightened,yes
0,0,0,0.1,0.1,0.1,-1.837234125,Brightened,yes
0.01,1,0.1,0.1,0.5,0.1,-1.833258004,Brightened,yes
0.01,0.1,0.01,0.1,0.1,0.1,-1.831198181,Brightened,yes
0.1,0.5,0.01,0.01,0.5,0.1,-1.830395854,Brightened,yes
0.1,0.1,1,0.1,1,0.1,-1.828657933,Brightened,yes
0.1,0.5,0.01,0.1,1,0.1,-1.828098557,Brightened,yes
0.1,1,9.99,0.1,0.5,0.1,-1.821772274,Brightened,yes
0.1,0.5,0.1,0.1,1,0.1,-1.820498066,Brightened,yes
1,0.1,1,0.1,1,0.1,-1.775460165,Brightened,yes
0.1,1,0,0,0,0.1,-1.773513624,Brightened,yes
0.01,1,0.01,0.1,0.1,0.1,-1.770893662,Brightened,yes
9.99,0.1,9.99,0.1,1,0.1,-1.735267609,Brightened,yes
0.1,0.5,1,0.1,1,0.1,-1.725782046,Brightened,yes
0.1,1,0,0.1,1,0.1,-1.721062557,Brightened,yes
0.1,0.1,0.01,0.1,0.1,0.1,-1.710772083,Brightened,yes
1,0.1,0.1,0.1,1,0.1,-1.708749685,Brightened,yes
0.1,0.5,1,0.1,0.5,0.1,-1.691501808,Brightened,yes
0.1,1,0.01,0.1,1,0.1,-1.686838607,Brightened,yes
0.1,0.5,0.1,0.01,1,0.1,-1.686189981,Brightened,yes
0.1,0.1,0.01,0.01,0.1,0.1,-1.684237946,Brightened,yes
0.1,1,0.01,0.01,0.5,0.1,-1.679303661,Brightened,yes
0.1,0.5,0,0.1,0.5,0.1,-1.677067863,Brightened,yes
0.01,1,0.1,0.01,0.1,0.1,-1.675738251,Brightened,yes
0.1,0.1,0,0.1,0.1,0.1,-1.674592601,Brightened,yes
0.1,0.5,0,0,0,0.1,-1.669583004,Brightened,yes
0.1,1,9.99,0.1,0.1,0.1,-1.667685817,Brightened,yes
0.1,1,1,0.1,1,0.1,-1.662513318,Brightened,yes
0.1,0.5,0.01,0.1,0.5,0.1,-1.661045023,Brightened,yes
0.1,0.5,0.1,0.1,0.5,0.1,-1.648658826,Brightened,yes
0.1,1,0.1,0.1,1,0.1,-1.639680347,Brightened,yes
9.99,0.1,0.1,0.1,1,0.1,-1.631369166,Brightened,yes
0.1,1,0.1,0.1,0.1,0,-1.630399521,Brightened,yes
0.01,1,0.1,0.1,0.1,0.1,-1.624063263,Brightened,yes
0.1,0.1,1,0.1,0.1,0.1,-1.621318623,Brightened,yes
0.1,0.1,0.1,0.1,0.1,0.1,-1.595009058,Brightened,yes
0.1,1,0.01,0.01,0.1,0.1,-1.5852163,Brightened,yes
0.1,1,0.01,0.01,0.01,0.1,-1.573374351,Brightened,yes
0.1,1,0,0.1,0.5,0.1,-1.548695372,Brightened,yes
0.1,0.1,0,0,0,0.1,-1.543632546,Brightened,yes
0.1,1,0.01,0.1,0.5,0.1,-1.528516506,Brightened,yes
0.1,0.1,0,0,0.1,0.1,-1.52717536,Brightened,yes
1,0.1,0.01,0.01,1,0.01,-1.523075091,Brightened,yes
0.1,1,1,0.1,0.5,0.1,-1.509560953,Brightened,yes
0.01,1,1,0.01,0.1,0.01,-1.489866928,Brightened,yes
0.1,1,0.1,0.1,0.1,0.01,-1.463368302,Brightened,yes
0.1,0.1,0.1,0.01,0.1,0.1,-1.423796543,Brightened,yes
9.99,0.1,0.01,0.01,1,0.01,-1.414562705,Brightened,yes
0.001,0.1,0.1,0,0.1,0.1,-1.410832002,Brightened,no
0.1,1,0.1,0.1,0.5,0.1,-1.403459498,Brightened,yes
0.1,0.5,0.1,0.01,0.5,0.1,-1.361840771,Brightened,yes
0.01,0.1,0.1,0,0,0.1,-1.323838715,Brightened,no
0.1,1,0.1,0.01,1,0.1,-1.318938538,Brightened,yes
0.01,0.1,0.1,0,0.1,0.1,-1.273520007,Brightened,no
1,0.5,1,0.1,1,0.1,-1.270733103,Brightened,yes
0,0,0,0,1,1,-1.270635762,Brightened,no
0,0,0,0,0,1,-1.270635762,Brightened,no
0,0,1,0,0,0,-1.270635762,Brightened,no
0,0,0,0,1,0,-1.270635762,Brightened,no
0,0,0,0,0,0,-1.270635762,Brightened,no
0,0.1,0,0,0.1,1,-1.270635762,Brightened,no
0,1,1,0,1,1,-1.270635762,Brightened,no
0,0.1,1,0,0.1,0,-1.270635762,Brightened,no
0,0,0,1,0,0,-1.270635762,Brightened,no
0,0,0,1,0,1,-1.270635762,Brightened,no
0.1,1,0.1,0.01,0.5,0.1,-1.265951751,Brightened,yes
9.99,0.5,9.99,0.1,1,0.1,-1.250291191,Brightened,yes
1,0.5,0.1,0.1,1,0.1,-1.009703109,Brightened,yes
0.1,1,0,0.1,0.1,0.1,-0.9893428988,Brightened,yes
0.1,1,0.1,0.01,0.1,0.1,-0.9724117106,Brightened,yes
0.1,1,0.1,0,0,0.1,-0.9524881357,Brightened,yes
9.99,0.1,9.99,0.1,0.1,0.1,-0.9522989484,Brightened,yes
1,0.1,1,0.1,0.1,0.1,-0.9481847292,Brightened,yes
0.1,1,0.01,0.1,0.1,0.1,-0.9365985599,Brightened,yes
0.1,0.5,0.1,0,0,0.1,-0.9134722912,Brightened,yes
1,0.5,1,0.1,0.5,0.1,-0.8887874889,Brightened,yes
9.99,0.5,9.99,0.1,0.5,0.1,-0.8572428975,Brightened,yes
0.1,0.1,0.1,0,0,0.1,-0.828340729,Brightened,yes
0.5,1,0.1,0.1,1,0.1,-0.8206453374,Brightened,yes
0.1,0.01,0.1,0,0,0.1,-0.8132105488,Brightened,yes
1,1,0,0,0,0,-0.8072378648,Brightened,yes
9.99,1,9.99,0.1,1,0.1,-0.8070255748,Brightened,yes
0.1,0.1,0.1,0,0.1,0.1,-0.8063467929,Brightened,yes
9.99,0.5,0.1,0.1,1,0.1,-0.8050005224,Brightened,yes
1,1,1,0.1,1,0.1,-0.7895730364,Brightened,yes
